1403636580.000000000 0.004356340 -0.001130371 -0.016291741 0.589211095 -0.054311807 -0.806129738 -0.005946323
1403636580.000000000 -0.001889189 -0.004031376 -0.087509640 0.573747994 -0.053651715 -0.817240751 -0.007231086
1403636580.000000000 -0.001897768 -0.005737634 -0.116057724 0.570736180 -0.055468081 -0.819241155 -0.005237859
1403636580.000000000 -0.001250050 -0.007001021 -0.143888384 0.568153832 -0.054964041 -0.821056447 -0.006818243
1403636580.000000000 0.000630237 -0.008038200 -0.170324743 0.565853378 -0.056152239 -0.822572055 -0.005665182
1403636580.000000000 0.001825945 -0.009664338 -0.196201637 0.564392645 -0.057044096 -0.823521376 -0.004410997
1403636580.000000000 0.002883979 -0.010877053 -0.220199242 0.562654943 -0.056858976 -0.824724870 -0.003919337
1403636580.000000000 0.004212223 -0.012373857 -0.242169425 0.560415195 -0.056407659 -0.826279502 -0.003894909
1403636580.000000000 0.005882969 -0.013745259 -0.262162000 0.557211338 -0.054498773 -0.828562913 -0.005376515
1403636580.000000000 0.008000488 -0.015546443 -0.279806584 0.552661409 -0.053691297 -0.831662461 -0.004490236
1403636580.000000000 0.010173961 -0.016980771 -0.294447333 0.546377470 -0.052670198 -0.835865661 -0.005109498
1403636580.000000000 0.012105612 -0.018482201 -0.305256844 0.539142665 -0.052332636 -0.840575392 -0.004414891
1403636581.000000000 0.013333552 -0.019639602 -0.311547458 0.532136043 -0.052322647 -0.845032127 -0.003778555
1403636581.000000000 0.013648358 -0.020260286 -0.309059411 0.526938275 -0.052676770 -0.848267305 -0.001947149
1403636581.000000000 0.012964902 -0.020570241 -0.296308428 0.525178223 -0.052386100 -0.849378275 -0.000277079
1403636581.000000000 0.011541406 -0.020593472 -0.275211781 0.526378021 -0.052117048 -0.848651744 -0.000457206
1403636581.000000000 0.009139521 -0.020178284 -0.247325197 0.529513276 -0.051123058 -0.846754157 -0.003085677
1403636581.000000000 0.005937653 -0.019468889 -0.214894205 0.533716782 -0.049710917 -0.844169354 -0.007302251
1403636581.000000000 0.002135134 -0.018321577 -0.179165065 0.538834426 -0.048899775 -0.840899665 -0.012410767
1403636581.000000000 -0.001893585 -0.017075550 -0.140474036 0.544673591 -0.048868594 -0.837009622 -0.018905901
1403636581.000000000 -0.005796117 -0.016175216 -0.101975232 0.550814069 -0.048940668 -0.832803929 -0.025422213
1403636581.000000000 -0.009315590 -0.016032288 -0.063699134 0.557031704 -0.048538962 -0.828579088 -0.028571748
1403636581.000000000 -0.012076214 -0.016226146 -0.027836878 0.562761946 -0.047477546 -0.824717975 -0.029751242
1403636581.000000000 -0.014605066 -0.016550912 0.005988792 0.568359325 -0.047242408 -0.820902839 -0.029229472
1403636581.000000000 -0.017240625 -0.016040623 0.037517969 0.573830459 -0.048110822 -0.817027710 -0.029490259
1403636581.000000000 -0.019282030 -0.015578291 0.066634975 0.580329805 -0.050408677 -0.812312024 -0.028730775
1403636581.000000000 -0.020864395 -0.014086235 0.091998696 0.586828928 -0.052096596 -0.807535741 -0.028351025
1403636581.000000000 -0.021463322 -0.012746751 0.114680164 0.594533662 -0.053631434 -0.801808867 -0.027494256
1403636581.000000000 -0.020825466 -0.011730463 0.132159814 0.600560050 -0.052591911 -0.797350024 -0.028189643
1403636581.000000000 -0.019602407 -0.011465132 0.142260164 0.605167300 -0.052471441 -0.793827733 -0.029271447
1403636581.000000000 -0.017613487 -0.010634471 0.143336713 0.606814972 -0.051425732 -0.792496670 -0.032863531
1403636581.000000000 -0.015843581 -0.009602459 0.134754986 0.604932440 -0.049859014 -0.793920474 -0.035511994
1403636582.000000000 -0.014023289 -0.008574316 0.116818391 0.600428460 -0.048720561 -0.797301647 -0.037710160
1403636582.000000000 -0.013321586 -0.007769226 0.092425160 0.594995049 -0.050363061 -0.801292018 -0.037088496
1403636582.000000000 -0.012587162 -0.006870366 0.063829131 0.589593402 -0.051051281 -0.805324840 -0.035004124
1403636582.000000000 -0.011840377 -0.006172179 0.032280304 0.585148248 -0.052764175 -0.808537863 -0.032924058
1403636582.000000000 -0.011019749 -0.004575354 0.000033961 0.582274281 -0.051148851 -0.810707936 -0.033062057
1403636582.000000000 -0.009799815 -0.003360887 -0.033424016 0.581108693 -0.051888816 -0.811584061 -0.030847188
1403636582.000000000 -0.007524257 -0.003061501 -0.066815130 0.580229724 -0.050237932 -0.812412571 -0.028203406
1403636582.000000000 -0.005290697 -0.002984394 -0.100905888 0.578437861 -0.050066065 -0.813740248 -0.027015515
1403636582.000000000 -0.002842043 -0.003852253 -0.134425670 0.574780728 -0.051106565 -0.816359948 -0.023909597
1403636582.000000000 -0.000408529 -0.004486360 -0.166456997 0.569377860 -0.053431232 -0.819965903 -0.024695637
