timestamp,T4,RH_4,T5,RH_5,T6,RH_6,T7
1.0237181745060073,19.0,45.5666666666667,17.1666666666667,55.2,7.026666666666671,84.2566666666667,17.2
1.8641998264133315,19.0,45.9925,17.1666666666667,55.2,6.8333333333333295,84.0633333333333,17.2
2.9900685561756206,18.926666666666698,45.89,17.1666666666667,55.09,6.56,83.1566666666667,17.2
3.7505326631917772,18.89,45.7233333333333,17.1666666666667,55.09,6.43333333333333,83.4233333333333,17.1333333333333
5.27500866060851,18.89,45.53,17.2,55.09,6.366666666666671,84.8933333333333,17.2
6.059830763600228,18.89,45.73,17.1333333333333,55.03,6.3,85.7666666666667,17.1333333333333
7.2242881269244075,18.89,45.79,17.1,54.9666666666667,6.263333333333329,86.09,17.1333333333333
8.098806724074228,18.89,45.8633333333333,17.1,54.9,6.19,86.4233333333333,17.1
9.014353419977803,18.89,45.79,17.1666666666667,55.0,6.1233333333333295,87.2266666666667,17.1666666666667
9.956502282632126,18.89,46.0966666666667,17.1,55.0,6.19,87.6266666666667,17.2
10.98830222128248,18.89,46.43,17.1,55.0,6.19,87.8666666666667,17.2475
12.097376374156509,19.0,46.43,17.1,55.0,6.1233333333333295,87.9933333333333,17.53
13.109325683788157,19.0,46.3633333333333,17.1,55.09,6.1233333333333295,88.59,17.823333333333302
13.897444171234078,19.0,47.2233333333333,17.1,55.1633333333333,6.0675,88.215,17.963333333333303
15.002185143443826,19.0,48.6966666666667,17.1,55.5,5.9,88.1566666666667,17.963333333333303
16.121489905711368,19.0,48.49,17.15,56.0425,5.8,88.3666666666667,17.89
16.943999470139143,18.926666666666698,48.1566666666667,17.1666666666667,56.49,5.72666666666667,88.15999999999998,17.760000000000005
18.020606162907836,18.89,47.9633333333333,17.2,56.9333333333333,5.526666666666669,87.29999999999998,17.7
19.069408396769518,18.963333333333296,48.63,17.2,57.06,5.3333333333333295,86.76,17.6666666666667
19.867783399176258,19.033333333333296,49.5,17.5933333333333,70.7266666666667,5.3333333333333295,87.4633333333333,17.6
21.147684926465022,19.175,49.9475,18.06666666666669,79.0,5.4666666666666694,87.53,17.6
22.003201437798868,19.26,49.6966666666667,17.6666666666667,79.73,5.5,86.95666666666669,17.533333333333303
23.00527113488456,19.32333333333329,49.1666666666667,17.6,79.2566666666667,5.56,86.5633333333333,17.6333333333333
