1403638127295097088,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.445256577047167257e-01,-2.802272197448011162e-02,-8.382759302010208691e-01,0.000000000000000000e+00
1403638127345096960,1.421105116605758667e-05,-1.254106173291802406e-04,-1.477319747209548950e-04,5.444848734359308828e-01,-2.819793650930352280e-02,-8.382965307846120817e-01,1.595323148120056367e-04
1403638127395097088,6.188551196828484535e-05,-5.072396015748381615e-05,-3.385376185178756714e-04,5.442332244619243475e-01,-2.838418434157319661e-02,-8.384535918125926024e-01,3.314326518229483124e-04
1403638127445096960,2.034346107393503189e-04,5.656147841364145279e-04,-4.156036302447319031e-04,5.444567422194801498e-01,-2.813537410095175162e-02,-8.383169189187303916e-01,-5.527810643552296400e-06
1403638127495097088,5.492749623954296112e-04,1.353039988316595554e-03,1.122367335483431816e-03,5.445424927762524403e-01,-2.653518511925395326e-02,-8.383094689021144408e-01,-2.567461930946554269e-03
1403638127545096960,3.021175507456064224e-04,3.082780458498746157e-04,-1.884261029772460461e-03,5.441002876563855173e-01,-2.744178862012339529e-02,-8.385707783484003253e-01,-9.353660914909484730e-04
1403638127595097088,4.130165616516023874e-04,1.608426566235721111e-03,-2.816127147525548935e-03,5.443273389707686816e-01,-2.946560380985562000e-02,-8.383519366148937113e-01,2.357247373465840099e-03
1403638127645096960,6.005383911542594433e-04,1.420136657543480396e-03,-2.192928921431303024e-03,5.449304088782119804e-01,-2.743384853279388219e-02,-8.380322020467352306e-01,-5.116319032373584097e-04
1403638127695097088,8.119478588923811913e-04,1.428524032235145569e-03,-1.643086201511323452e-03,5.445836955091787335e-01,-2.428564054199430083e-02,-8.383373562370792786e-01,-5.411412611827905172e-03
1403638127745096960,5.624329787679016590e-04,1.664063776843249798e-03,-1.571026514284312725e-03,5.434275515029147741e-01,-2.494765470935324941e-02,-8.390736634715961761e-01,-4.415660811750653746e-03
1403638127795097088,5.089080077596008778e-04,1.683291979134082794e-03,-1.998816151171922684e-03,5.432669838946646568e-01,-2.497355600113474253e-02,-8.391770616523870352e-01,-4.377774219625024839e-03
1403638127845096960,8.341724169440567493e-04,2.626862376928329468e-03,-2.147230319678783417e-03,5.435669268281492217e-01,-2.496579963823400417e-02,-8.389830351802461950e-01,-4.378537057821047483e-03
1403638127895097088,1.168201095424592495e-03,3.206308698281645775e-03,-1.297617796808481216e-03,5.439399843109044008e-01,-2.524874437127825819e-02,-8.387350079580659923e-01,-3.921836446068638349e-03
1403638127945096960,1.529610599391162395e-03,4.044799134135246277e-03,2.186757512390613556e-03,5.440153310528446085e-01,-2.519816454430121727e-02,-8.386871554113610738e-01,-4.028328569226637471e-03
1403638127995097088,1.465600100345909595e-03,4.559592809528112411e-03,3.734329249709844589e-03,5.437541215583358012e-01,-2.523146016945921818e-02,-8.388562795266424343e-01,-3.869238265973933954e-03
1403638128045096960,1.461557578295469284e-03,4.694083239883184433e-03,3.667488228529691696e-03,5.436640704210365937e-01,-2.528286784287811853e-02,-8.389131600597173888e-01,-3.855516241514018658e-03
1403638128095097088,1.040476490743458271e-03,5.563416052609682083e-03,2.567819552496075630e-03,5.433519576063282619e-01,-2.506981460654110830e-02,-8.391193295793467621e-01,-4.348021075404972721e-03
1403638128145096960,8.459879318252205849e-04,5.428556352853775024e-03,2.732662716880440712e-03,5.431322949160547475e-01,-2.531767961383938823e-02,-8.392553171404664170e-01,-4.103409514779714218e-03
1403638128195097088,4.937244812026619911e-04,5.581002682447433472e-03,3.043581265956163406e-03,5.430238665254498720e-01,-2.563502928168071709e-02,-8.393178903563230930e-01,-3.661227292704728048e-03
1403638128245096960,3.415837418287992477e-04,5.078788381069898605e-03,3.057355061173439026e-03,5.431637769790692571e-01,-2.545634287340184029e-02,-8.392314919871214363e-01,-3.948270813131313402e-03
1403638128295097088,3.576327871996909380e-04,4.913529381155967712e-03,2.554142381995916367e-03,5.433189715597297464e-01,-2.552578153695702484e-02,-8.391297818838516775e-01,-3.760156348403302477e-03
1403638128345096960,8.002406102605164051e-04,4.573564510792493820e-03,2.417200477793812752e-03,5.434722073214395266e-01,-2.552593018335465314e-02,-8.390305877533846823e-01,-3.749609532557484758e-03
1403638128395097088,8.857601787894964218e-04,4.660130478441715240e-03,2.196662826463580132e-03,5.434394092862384618e-01,-2.548216474883175861e-02,-8.390522599395185965e-01,-3.946239314119205296e-03
1403638128445096960,9.149336838163435459e-04,4.586297553032636642e-03,2.033500466495752335e-03,5.433164486506808499e-01,-2.571781932272851345e-02,-8.391256390250009245e-01,-3.740631735318924143e-03
1403638128495097088,6.442565936595201492e-04,4.594112746417522430e-03,1.824395381845533848e-03,5.432147904481756662e-01,-2.580305339412379204e-02,-8.391889217467458639e-01,-3.721221764242547969e-03
1403638128545096960,4.717346164397895336e-04,4.763906355947256088e-03,1.697977655567228794e-03,5.432243142272754621e-01,-2.580637946245050232e-02,-8.391824644182891424e-01,-3.763857621294127050e-03
1403638128595097088,1.810980029404163361e-04,4.697235301136970520e-03,1.527667976915836334e-03,5.431877435535046317e-01,-2.577157906273019189e-02,-8.392070029865488223e-01,-3.808819265888428642e-03
1403638128645096960,-1.690788303676526994e-05,4.522535484284162521e-03,1.646204385906457901e-03,5.432037574349307674e-01,-2.573224464822860061e-02,-8.391971972847444006e-01,-3.948868618554500498e-03
1403638128695097088,-5.389791913330554962e-04,4.145630635321140289e-03,1.507269800640642643e-03,5.428401402542538667e-01,-2.619076975129389778e-02,-8.394186760814627002e-01,-3.861599956121278786e-03
1403638128745096960,-7.782281027175486088e-04,3.447962459176778793e-03,8.890019962564110756e-04,5.425932056388700353e-01,-2.671670368343350907e-02,-8.395620637441925105e-01,-3.791050041729704129e-03
1403638128795097088,-9.873877279460430145e-04,2.767073689028620720e-03,-2.631586103234440088e-04,5.425958397386674292e-01,-2.672749641498672543e-02,-8.395587436714424534e-01,-4.063441707007665188e-03
1403638128845096960,-1.356989727355539799e-03,2.706149127334356308e-03,-4.512679879553616047e-04,5.422667628762810610e-01,-2.717038313918245657e-02,-8.397556183730682244e-01,-4.362289606977350423e-03
1403638128895097088,-1.878192531876266003e-03,3.246009116992354393e-03,-5.926071389694698155e-05,5.422465071914590595e-01,-2.712591298307359677e-02,-8.397705944602620320e-01,-4.273050825324328436e-03
1403638128945096960,-2.040882594883441925e-03,3.890821477398276329e-03,-5.034415517002344131e-05,5.425276725048576720e-01,-2.637727729689642170e-02,-8.396097373302472411e-01,-4.842807976584415086e-03
1403638128995097088,-1.666946918703615665e-03,4.954064264893531799e-03,6.663379608653485775e-04,5.425054297863790564e-01,-2.628091471984935618e-02,-8.396271261215461079e-01,-4.843681931870478206e-03
1403638129045096960,-1.564372447319328785e-03,5.077904090285301208e-03,4.465168458409607410e-04,5.428815809772824519e-01,-2.559494658517905141e-02,-8.394044219709945187e-01,-4.970323978233165928e-03
1403638129095097088,-1.888405880890786648e-03,4.926091991364955902e-03,1.074586645700037479e-03,5.426546685941413539e-01,-2.303135663458052290e-02,-8.396046378126424958e-01,-7.714883541225598697e-03
1403638129145096960,-1.790487207472324371e-03,4.801834467798471451e-03,1.920259790495038033e-03,5.432044259085306859e-01,-2.192275408922355825e-02,-8.392574177854063011e-01,-9.763770721351480025e-03
