1413393886.055760384 -0.000264150 -0.000823708 -0.000090702 0.582782348 0.018795502 -0.812410895 -0.000053609
1413393886.105760574 -0.000859032 -0.002735279 -0.000301929 0.582713605 0.018672209 -0.812463047 0.000023189
1413393886.155760288 -0.001737186 -0.005668627 -0.000403599 0.582736530 0.018642807 -0.812447279 -0.000027532
1413393886.205760479 -0.000133027 0.000168684 0.000202665 0.587192687 0.007347644 -0.809258423 0.015860827
1413393886.255760431 -0.000139525 0.000151403 0.000190214 0.587585231 0.007111472 -0.808969980 0.016142973
1413393886.305760622 -0.000077755 0.000049486 0.000212862 0.587716249 0.007336684 -0.808881119 0.015720016
1413393886.355760336 -0.000044553 0.000168755 0.000264825 0.587586842 0.006542692 -0.808960266 0.016798361
1413393886.405760527 -0.000086220 0.000301989 0.000241047 0.587674888 0.005716223 -0.808875701 0.018045790
1413393886.455760479 -0.000036819 0.000241581 0.000297964 0.587723067 0.006334289 -0.808854567 0.017197748
1413393886.505760431 -0.000028758 0.000193587 0.000252734 0.587646474 0.006423932 -0.808913813 0.016994036
1413393886.555760384 -0.000029562 0.000230116 0.000246535 0.587784753 0.006351468 -0.808811765 0.017095968
1413393886.605760574 -0.000037716 0.000184603 0.000207317 0.587744346 0.006360510 -0.808840799 0.017108155
1413393886.655760288 -0.000012911 0.000128362 0.000133092 0.587680665 0.006388633 -0.808888331 0.017037901
1413393886.705760479 0.000013873 0.000167214 0.000214971 0.587693130 0.006407701 -0.808877792 0.017101015
1413393886.755760431 0.000039069 0.000268330 0.000335504 0.587695265 0.006389358 -0.808875058 0.017163669
1413393886.805760622 0.000015355 0.000241097 0.000427786 0.587574714 0.006427732 -0.808965198 0.017027866
1413393886.855760336 0.000084276 0.000221772 0.000466041 0.587593834 0.006403957 -0.808951411 0.017032036
1413393886.905760527 0.000146590 0.000209311 0.000515228 0.587523393 0.006479254 -0.809002806 0.016992392
1413393886.955760479 0.000105177 0.000230767 0.000567228 0.587385707 0.006424716 -0.809100559 0.017118381
1413393887.005760431 0.000081315 0.000117593 0.000536951 0.587302486 0.006429384 -0.809161181 0.017106620
1413393887.055760384 0.000064906 0.000057295 0.000548549 0.587301603 0.006418336 -0.809162426 0.017082138
1413393887.105760574 0.000000559 -0.000029132 0.000508772 0.587177006 0.006395626 -0.809254662 0.017004470
1413393887.155760288 0.000034544 0.000018480 0.000542229 0.587212468 0.006357846 -0.809228252 0.017050854
1413393887.205760479 0.000053305 0.000018311 0.000499832 0.587229511 0.006380248 -0.809214800 0.017093896
1413393887.255760431 0.000027858 0.000025299 0.000576084 0.587166934 0.006398147 -0.809257405 0.017219375
1413393887.305760622 0.000006990 -0.000089755 0.000531579 0.587142283 0.006444740 -0.809278041 0.017072119
1413393887.355760336 -0.000095091 -0.000271816 0.000512449 0.587173283 0.006395963 -0.809258640 0.016943449
1413393887.405760527 -0.000130349 -0.000219891 0.000504800 0.587109394 0.006366608 -0.809305975 0.016907517
1413393887.455760479 -0.000118078 -0.000085537 0.000540328 0.587074537 0.006317791 -0.809327845 0.017088397
1413393887.505760431 -0.000064405 -0.000051811 0.000502039 0.587076985 0.006399585 -0.809324215 0.017145677
1413393887.555760384 -0.000024605 -0.000072799 0.000585594 0.587139561 0.006415998 -0.809278865 0.017137386
1413393887.605760574 -0.000027017 -0.000142884 0.000669986 0.587200061 0.006497507 -0.809241734 0.016783536
1413393887.655760288 -0.000015986 -0.000172569 0.000961319 0.587486399 0.006269766 -0.809030289 0.017041514
1413393887.705760479 -0.000031527 -0.000293367 0.000613573 0.587366781 0.006204167 -0.809116490 0.017096174
1413393887.755760431 -0.000099343 -0.000340408 0.000713458 0.587498165 0.006238265 -0.809021203 0.017078734
1413393887.805760622 -0.000045096 -0.000249577 0.000591133 0.587273757 0.006357724 -0.809184763 0.017003880
1413393887.855760336 -0.000094091 -0.000322685 0.000611646 0.587328222 0.006309481 -0.809144452 0.017058901
1413393887.905760527 -0.000026303 -0.000331647 0.000383880 0.587110535 0.006366259 -0.809304021 0.016961478
